,0,1,2,3
7085,小山贼,5,这片子没那么好看，当然，可能是我欣赏水平问题，而且剧中人物的发音让我想用一条状的柔软物体给他们的脖子统统打上一个死结，之所以打五星是因为想让更多的人上当……就是这样,2010-05-09
7086,Anderson,4,看到父亲和儿子的时候，把我吓到，我很喜欢那个演员的cult，虽然他演技单调。四个主角演技也是平平，相比下猜火车胜过很多。我也不太喜欢色调，可能不习惯，眼睛都疼。我们把它当做剧情片，它必然是最棒的之一。最后一幕如果问我该怎么办？在我不知道枪50W的时候。到时候就知道了。,2011-05-01
7087,Sophieven,5,盖里奇式黑色幽默，电影里各种四人组莫名其妙的成了诸葛亮，配乐很让人入戏，镜头的使用很符合心理和情境变化。在这部戏里，每个人都是主角。,2012-06-15
7088,疾走,4,"Guy Ritchie is a genius. And, Sting, he was all I saw.",2012-05-31
7089,传说,4,"又名: 两根枪管 / 两只大烟枪 / 够僵四小强 / 两杆老烟枪

导演: 盖·瑞奇 Guy Ritchie
主演: 斯汀 Sting / 杰森·弗莱明 Jason Flemyng / 维尼·琼斯 Vinnie Jones

上映年度: 1998
语言: 英语 /　美语
制片国家/地区: 英国
imdb链接: tt0120735",2006-05-03
7090,绯·渐离,5,"my friend:""I can't remember what is this movie about, but I do remember this is a fucking awesome movie""",2008-08-20
7091,米米阳光,5,看完两杆大烟枪，我又看了坑蒙拐骗，摇滚黑帮，而后又看了宁浩的疯狂的石头，疯狂的赛车，都很不错，有一些共同点，很喜欢,2010-09-29
7092,午夜瞎想,4,可能对这种多线程然后最后汇聚到一起的片子看多了，反倒这个两杆大烟枪最后看了，有种先入为主的感觉，没发现有什么亮点，但我是在2012年看的，这个片子是1998年，如果98年看到这个片子绝对是神片！,2012-07-21
7093,冬sir™,5,gay里奇玩黑色幽默已然出神入化了。剧本，表演，剪辑，配乐全都无懈可击。宁浩的疯狂系列本来还觉得挺牛的，可和老师的一比，高下立判。,2012-05-31
7094,栗鬼,5,最近看的为数不多的好电影 黑的很到位 从编剧到影片色彩和故事完整性都是值得夸奖的地方 喜欢英国这个古老的地方  但是也反感伦敦高傲的性格 黑帮电影能让我笑得如此灿烂 没想到,2010-12-22
7095,U 兔,4,刚刚看完，和小爱人东东～我们一起看的东西总是让我很喜欢，也许也是因为喜欢才选择一起看的～～,2007-03-16
7096,多情总被无情恼,5,虽然是在看完《偷拐抢骗》后看的这个，但是依旧牛逼。剧情的反转，多线索的交叠。完美。,2012-11-04
7097,城大王不是老虎,5,给5个星是因为nick moran和Dexter Fletcher，开头像极了猜火车，大背景又像低俗小说，虽然这部片算是比较爱的英国片，不过作为鼻祖，五星,2011-07-13
7098,德拉库拉拉,5,20070815 10 /8.1(79287) #197|2009-2-26 21:24:28 10/8.1(98754) 就是好玩,2007-08-15
7099,弥赛亚代言人,4,一部无比荒诞的黑吃黑吃黑吃黑得故事......开始段落略微凌乱，好几拨英伦糙爷们轮番出场，对于我这种脸盲症患者实在是个不小的考验，好在随着剧情铺开那股浓浓的英伦黑色喜剧范儿确实被盖里奇烘焙得滋味十足，各种引人捧腹的一环套一环，直到结尾处的六方角力，过瘾！！！！,2013-09-10
7100,栗鬼,5,最近看的为数不多的好电影 黑的很到位 从编剧到影片色彩和故事完整性都是值得夸奖的地方 喜欢英国这个古老的地方  但是也反感伦敦高傲的性格 黑帮电影能让我笑得如此灿烂 没想到,2010-12-22
7101,坐在海底支着下巴的鱼,5,黑色幽默的经典作品；看此片如何讲好复杂故事，多线索叙事，层层推进，丝毫不乱,2007-04-21
7102,江湖遠人,4,8/31中国电影资料馆。很酷很黑色幽默。第一次看的DVD结果迷迷瞪瞪地睡着了，这次又一不小心睡了二十分钟，还好后面醒过来了。,2012-08-31
7103,德拉库拉拉,5,20070815 10 /8.1(79287) #197|2009-2-26 21:24:28 10/8.1(98754) 就是好玩,2007-08-15
7104,hiphop,5,天才的导演，英伦风味的英语为在快慢镜头的切换中前进的剧情增加了一丝幽默感；Guy Ritchie总是善于在严肃的情景和对白中表现出他玩世不恭的本性,2006-11-19
7105,弥赛亚代言人,4,一部无比荒诞的黑吃黑吃黑吃黑得故事......开始段落略微凌乱，好几拨英伦糙爷们轮番出场，对于我这种脸盲症患者实在是个不小的考验，好在随着剧情铺开那股浓浓的英伦黑色喜剧范儿确实被盖里奇烘焙得滋味十足，各种引人捧腹的一环套一环，直到结尾处的六方角力，过瘾！！！！,2013-09-10
7106,大佑,4,3.9 國內能停止再學這種風格了嗎...不是這氣質就別東施效顰了。這幾天終於看了部正常的片，滿頭汗...,2013-02-10
7107,摇曳萧萧下,3,不知道为什么看的时候头很疼…所以感觉不大好 不过也可能是我自己的原因。,2008-10-11
7108,俩角形,5,"喜剧片也可以拍的这么精致，也可以让人无限回味~
盖里奇是个天才，他创造了如此精致如此可爱的喜剧片。
我爱英国腔~",2011-09-20
7109,素履,5,疯狂的石头的原版，开始看的时候要有点性子，铺垫开来情节娓娓道来，很惊讶竟然可以有如此清晰的脉络。最后的手机和烟枪究竟先放哪个？哈哈，真是悬念。好片，剧情嫁接的极为顺畅,2010-08-31
7110,大尾巴鱼,5,现在才看《两杆大烟枪》，就会觉得其实《疯狂的赛车》比《疯狂的石头》更有模仿盖里奇的痕迹。这里面的口音是伦敦口音？,2012-01-13
7111,Mannialanck,5,9分。还有比这故事更巧，更假的吗？不过电影就图个假,2010-08-12
7112,Wingsu,5,刚开始觉得情节混乱，没想到到处都是令人忍俊不禁的乐处，不动声色的密合，非常喜欢。,2011-01-01
7113,西宇,5,极致的黑色幽默，逻辑完美，音乐充满趣味，节奏快缓得当，一看还是98年的作品，盖里奇不是盖的。,2011-04-23
7114,烬灭之炎,5,"太欢乐了  抢毒品那段笑死了。不断的巧合连在一起 又没有刻意的痕迹。不过 这类型明显应该是搞笑片嘛 豆瓣这谁写的类型。 音乐：Dusty Springfield 的Spooky。 原来一直带着儿子那个人就是捏过加斯科因的那个人 哈哈  //guns for show, knives for pro",2012-03-04
7115,☠C.hyola,5,Never ever has anyone been fucking rude to me as you! You fucking bastard,2010-01-09
7116,Claudia,5,OST棒歪了！黑色幽默完全對我的點！黑吃黑吃黑再吃黑，多線並進的故事在某一點上交集，每個人只為私利考量，不停剝奪別人以擁有緊接著就是失去。就算被人講得再威風的大哥死亡時不也與他人無異（意謂很兩光），喜歡那四人幫在得手後狂歡那段，鏡頭靈活飄忽，色調對比明顯！每個角色都超有特色！,2010-12-18
7117,A-Mian,5,"很英式，很喜感，我喜欢
原来Jason这么早就出来了咯
哦，原声带也牛逼的一塌糊涂",2009-12-14
7118,Σ 2.0,4,poor traffic wardens.... Jason Flemyng現在老的好快! 以前還覺得他很有feel...,2010-12-17
7119,浮影人生,5,独具匠心的构思、巧妙的情节冲突、英伦影片凌厉的剪切－－关于电影方面的一部教科书。,2010-12-21
7120,9,5,太喜剧了！！！！！    英伦范儿。剧情穿插的太好了,2012-01-08
7121,兔主席,4,great british black humour and parody!,2008-06-27
7122,咸鱼,5,"这家伙比昆汀对我的胃口啊!!我快要乐癫了!!!Tommy其实是毛利小五郎上身,走到哪里死到哪里。。。眼见着老李在搅基的路上越走越远,我都替你捉急啊~",2012-08-14
7123,焚紙樓,3,不過爾爾。IMDB盛讚多年的蓋瑞奇式風格，就是一個智慧結。解的時候很好玩，解開連鎖後看一遍就會忘光了。,2014-11-18
7124,可可熏,5,原本觉得《疯狂的石头》和牛叉，原来也是个翻版，真的原版在这里，构思更巧妙精彩连贯........    不可忽视一个小人物一个小情节,2010-01-28
7125,unundercooled,-,http://www.tudou.com/programs/view/WzY3mGJRQds/,2009-12-31
7126,唐多令,4,英伦摇滚真是独具魅力！很多镜头语言与人物心理契合得很好，比如Ed输牌那里天旋地转的镜头；全程又绷紧又大笑的犯罪喜剧，盖里奇一直把黑色幽默和暴力美学融合得很好，既能看出荒诞意识流也能看出存在主义，近年来很多大陆导演的模仿还未学到皮毛，真是不知道他从大烟枪到福尔摩斯之间发生了什么。,2016-12-24
7127,funky_lady,5,肏！如此好看！！fucking awesome！！！！！这逼装的真TM帅毙了！！！英式粗口真是门艺术！！,2011-04-02
7128,这个假了,5,在不错的多线叙事基础上配合碉堡了的英范儿台词，极度渲染情绪的配乐以及风格化的摄影，这部电影是值得一看再看的。疑问是，在烟枪和偷拐抢骗后，盖里奇是脑子出了什么毛病才拍出福尔摩斯那样的垃圾。,2012-04-23
7129,走马,5,What a fucking good film！哈哈，真他妈好看啊~啦啦啦,2010-10-05
7130,姜头,5,虽然一开始的故事情节人物，我费了很长时间才明了。不过正是有了这些铺垫，才让后面的情节发展如此精彩。我还记得，当哈利那儿死尸遍布的时候，艾德的反应：怎么又是这样~~哈哈，还有结尾：汤姆-老枪-扔-通知他不要扔枪的手机-叼在嘴里的手机！black humor？woo,2010-02-06
7131,西洋仔,3,抄袭CF 英音不是英语 吾大美利坚合众国的英语才是英语 就不能找点个性鲜明的演员吗 我反正是根本没分出来谁是谁 看上去是大量群众演员得到了大量的戏份,2011-09-30
7132,喵公子,5,盖里奇将奇思妙想巧妙的构建了这样一个故事，一个线头抻出来，一整件毛衣化作一摊线。英腔英语的装模作样在这样荒谬的故事居然也起到了很好的平衡作用。九十年代的经典，值得致敬。,2013-05-05
7133,十个斗的眼窝浅,5,黑色幽默的极致展现。人生何处不相逢啊！！！喜欢片子的色调，但我还是不喜欢英国腔！！！,2011-05-19
7134,已注销,5,开始觉得除了无比搞笑的口音外蛮无聊的，结果后面拽爆了哎，配乐好给力，戏剧化的巧合们哟，真心欢乐。另一个蛮屎的事实是：从腐尔摩斯后，俺习惯了GAY里齐Orz。黑人毒贩说'杀了你'那段台词和赌完出赌场那种不在状态好带感＞3＜,2012-01-22
7135,你有才姐我,4,"看了三次终于看完了,构思很巧,但是不觉得有乐趣…",2012-04-30
7136,Sunman,4,英国导演盖·里奇的处女作，风格近似《猜火车》，但却更胜一筹。导演大胆启用非专业演员，其中部分演员更是生平第一次演出。是一部极具实验性质的影片。四星半。,2011-11-14
7137,两个蛋的煎饼,4,伟大的开始，个人风格在后来的偷抢拐骗中臻于完善——当然腐女们可以追溯说盖氏搅基从这时就开始了o(╯□╰)o,2012-09-03
7138,琴酒,5,伦敦口音太他妈好听了，我一边看一边模仿的叽里咕噜，啊这种夹杂着粗话的伦敦腔真是正点啊好想学。黑帮元素齐全，音乐和轻佻的节奏让实际上略显杂乱的时间轴叙事线获得了意想不到的和谐感，结尾的死亡被简单的化解为一个玩笑和结局而丝毫没有沉重。盛世中的荒诞感？,2011-11-05
7139,马赛克,5,好吧，让我们对最后场景进行脑补：那哥们扔出了枪，接起了电话，然后得知悲剧,2011-01-23
7140,马赛克,5,好吧，让我们对最后场景进行脑补：那哥们扔出了枪，接起了电话，然后得知悲剧,2011-01-23
7141,人肉饲料供应商,3,演员比低俗小说酷，但总体也是一路货色，今晚的观影心情就是：What??? Where??? Who?  When? Why? How? Who Cares!!!!,2014-01-02
7142,泡面,5,身兼编剧与导演的盖.里奇无敌了。将一系列看似无关的人都串到一起，紧密的使剧情滴水不漏。那些分镜，那些特写，那些配乐，我只能说，这部黑色幽默片子让我爱死了~,2012-06-07
7143,雅典娜,5,Here's one more thing: it's been emotional.  XDDDDD  在习惯了英音以后看这个片子太美好了噗~  另外第一眼就看出最牛的当属开酒馆的老爹啊XD,2012-08-17
7144,今生、唯爱,5,各种瞎了眼的火拼，各帮人马瞎了眼的齐聚，欢乐的无法直视，各种后有来着。比较致命的是人物太多，很难记住哪个是哪个，各个戏份也都十足,2013-11-22
7145,林小佐,-,可以让你笑到在床上滚完，在沙发上继续。话说我当时正一边吃着西米露 - -```,2011-07-25
7146,苏乏,5,"听说石头有这个片的影子,有道理,玩结构,这个数第一",2007-05-16
7147,子嫩1103,5,真他妈好看！真他妈搞笑！真他妈英伦！从画面到配乐，再到错综复杂却又息息相关的剧情，盖里奇的黑色幽默独树一帜，世间绝无仅有！,2011-01-26
7148,喵小有为来欧欧,5,多线叙事大赞，群戏表演大赞，无处不在的黑色幽默，像多米诺骨牌一样，令人欲罢不能，开放式结局特别的好。现在已经成为了多线索剧情的代表作品了。,2014-06-13
7149,哦哦,5,"各种人才，各种fuck，但说实话，要不是名气这么大的电影，我还真的不一定能坚持下去，前面有些长了，不过还好后面足够精彩。音乐、英腔还有这一句话都够精彩Guns for show, and knives for pro.",2010-08-28
7150,小p,3,电影的颜色，音乐和街景好英伦，结尾最好笑，但是这种太man的电影实在有点看不进去,2012-11-07
7151,伊麗莎白,4,"非常好玩的电影,非常有娱乐性.4个年轻的'罪犯'为了赚笔大钱,一部超智游戏,非常紧凑的故事,非常棒的剪辑和令人愉快的表演,只要你能听懂它的发音..这部电影似乎已经被美国影评人冠以很高的名号(即使它已经失去了伦敦腔的魅力),可以说没有一个美国人不说它好的.有些对话我甚至听不明白,不过离奇古怪的角色使得这部电影逗趣不少,不是神经质地发笑,是真的十分逗乐!暴力与喜剧元素完美的结合让我感到趣味十足,这故事本身或许并不那么原味,但十分吸引人!与其相似的一部PF(低俗小说)",2008-12-10
